name,temperature,luminosity,spectral_type,distance,magnitude
"HD 892726",7830,0.011445,"A4V",893.3,16.92
"HD 656775",13603,0.33782,"B1V",943.9,13.41
"TYC 7563-463-1",6169,39397.708092,"F9Ib",881.6,0.35
"HD 124603",15276,0.343889,"B9V",885.9,13.01
"HIP 78330",3659,132.14876,"M8III",827.7,6.6
"HD 626108",10630,0.018569,"B8V",811.2,16.22
"HIP 23978",3353,256.318864,"M3III",691.2,5.47
"HD 667780",17302,1.23242,"B1V",850,11.72
"HD 287875",19995,13.296573,"B2IV",935.9,9.17
"WD 6726+591",10807,0.000788,"DA4",426.6,18.2
"HD 461111",30106,7539.592532,"O0III",367.5,0.4
"WD 9559+574",17212,0.000765,"DA2",732.7,19.32
"HIP 21529",3970,39.720089,"K5IV",782.1,7.66
"HD 961918",16173,1.930061,"B9V",941.2,11.67
"HD 861296",29089,10480.716266,"B9Ib",961,2.16
"HD 588276",3448,0.000225,"M5V",369.9,19.23
"WD 5240+412",24144,0.000371,"DA2",61.3,14.85
"HD 377250",16965,3.53598,"B1V",462.7,9.08
"WD 1156+540",18612,0.001923,"DA2",791.5,18.43
"HD 991977",18720,3.276783,"B5V",594.1,9.85
"HD 393571",26980,768.702238,"B0III",662.2,4.2
"WD 9992+578",13731,0.004461,"DA3",417.1,16.06
"HD 447131",4666,0.000232,"K0V",278,18.59
"HD 404283",4678,0.000261,"K1V",964.6,21.11
"WD 9462+126",17412,0.000255,"DA2",743.8,20.58
"HD 531945",26802,2202.828529,"B5III",910.7,3.72
"HD 546621",2849,0.000103,"M6V",263.9,19.34
"HD 109370",7539,0.003709,"A7V",909.2,18.14
"HD 386841",10738,0.018779,"B4V",579.9,15.38
"HD 249762",4950,0.000531,"K9V",633.5,19.44
"HD 121003",2500,0.000063,"M4V",636.4,22
"HD 589671",7287,0.001582,"F8V",871.5,19.03
"HD 290619",9668,0.010391,"A2V",912.5,16.92
"HD 576754",23598,193.28697,"B1III",774.3,5.87
"HIP 60456",4986,155.626739,"K2III",645.3,5.71
"HD 657544",33375,373490.873758,"O8Ib",887.1,-1.91
"HD 245650",18850,2.982239,"B5V",909.2,10.92
"WD 2309+753",12051,0.001398,"DA4",968.3,19.29
"HD 894227",18136,5.754726,"B5V",656.1,9.26
"HD 864921",10697,0.043016,"B8V",588.7,14.49
"WD 5060+733",13327,0.000168,"DA3",991.9,21.53
"HD 947695",30927,21881.447067,"O2Ib",355.6,-0.77
"HD 945237",16817,2.009365,"B9V",44.6,4.76
"HD 776203",29217,7573.567081,"B1III",422,0.7
"HD 167764",2761,0.000066,"M4V",608.3,21.52
"HIP 69632",3136,189.163482,"M8III",802.9,6.02
"HD 429469",3869,0.000268,"K1V",989.7,21.27
"HD 529944",6400,0.001788,"F8V",455.6,17.31
"HIP 5564",4186,357.83968,"K2III",971.8,5.79
"HD 949124",6889,0.001681,"F5V",538.8,17.84
"HIP 2288",4158,462.18267,"K9III",205.4,2.19
"WD 6316+525",16984,0.000408,"DA2",799.8,20.39
"HD 369304",34951,174490.243066,"O8Ia",333.9,-3
"HD 108623",6697,0.002324,"F2V",780.5,18.17
"TYC 4212-769-1",17261,5085.637037,"B5III",930.6,2.79
"HIP 26701",4422,584.101016,"K9III",560.2,4.18
"HD 357141",20707,15.449607,"B7IV",813.5,8.95
"HD 733439",2535,0.000171,"M1V",384.8,19.56
"HIP 80547",4799,147.161459,"K9III",916.2,6.62
"HD 376421",3232,0.000321,"M9V",638.6,20.09
"HD 666087",25648,231.863544,"B3III",823.2,5.79
"HIP 1176",4675,167.91835,"K8III",178.7,3.17
"HD 545498",34933,108744.422926,"O3Ib",606.9,-1.32
"HD 444881",2964,0.000098,"M3V",584.5,21.12
"HD 216561",31005,37266.537925,"O3Ib",693.6,0.2
"HIP 39927",4902,69.79767,"K2IV",897.1,7.38
"HD 365182",8664,0.015338,"A7V",773.3,16.11
"HD 454031",24091,47.588955,"B2IV",951.4,7.86
"HIP 64163",3000,134.055219,"M0III",778.2,6.42
"HD 314623",15898,0.703425,"B9V",283.4,9.97
"HD 298981",4737,0.000466,"K3V",672.6,19.53
"HD 867110",27144,1425.501063,"B7III",471.4,2.65
"WD 5049+146",23181,0.000295,"DA2",943.6,20.86
"WD 2896+945",24064,0.000345,"DA2",889,20.66
"WD 7933+766",12612,0.00036,"DA3",648,19.9
"HD 619770",32586,31864.948757,"O0Ia",449.8,-0.93
"WD 9791+313",17500,0.000934,"DA2",491.8,18.18
"HD 199595",23940,671.70346,"B2III",532.5,3.81
"HD 376688",28895,12618.142381,"B7Ib",395.5,-0.06
"HD 914602",2857,0.0002,"M1V",669.6,20.59
"HIP 44631",4535,234.681222,"K4III",827.2,5.97
"WD 5167+752",20936,0.000896,"DA2",935.2,19.79
"HD 339348",5497,0.000914,"G7V",377.1,17.63
"HIP 116662",3821,268.054219,"K8III",602.5,5.06
"HIP 38510",4328,45.168746,"K6IV",837,7.79
"HD 915530",21431,37.045431,"B3IV",931.2,8.03
"HD 964477",6727,0.001375,"F6V",426,17.49
"HD 105172",23436,236.309064,"B4III",581.1,5.05
"HD 647399",16536,0.184969,"B4V",914.9,13.9
"WD 8400+269",21231,0.000071,"DA2",619.6,21.68
"HD 629941",16935,1.45942,"B8V",958.6,11.95
"HD 718146",21865,45.079165,"B7IV",737.7,7.32
"HD 387728",9453,0.031628,"A8V",862,15.66
"TYC 4938-101-1",6994,129176.024207,"F5Ib",890.6,-0.59
"HIP 3742",3823,49.17235,"K4IV",620.2,6.99
"HD 670075",25597,703.38469,"B6III",837.1,4.61
"HD 443464",3892,0.00018,"K5V",733.8,21.01
"HD 960639",5631,0.000913,"G3V",656.9,19.06
"HD 937521",28592,4991.066356,"B3III",346.8,0.67
"HD 444569",13832,0.232952,"B0V",431,12.12
"HD 546665",6902,0.001152,"F9V",632,18.74
"HIP 1859",5699,114.045397,"G7III",26.5,-0.87
"HIP 104431",4667,75.920036,"K5IV",579.7,6.42
"HD 339521",17530,1.330938,"B2V",849.9,11.54
"HD 717786",6791,0.002328,"F6V",875.9,18.57
"HD 514148",23215,28.876998,"B4IV",635.7,7.74
"HD 398404",28031,5169.36198,"B6III",655.1,1.96
"HD 437945",27637,2459.5003,"B6III",747.9,3.01
"HD 207365",2631,0.000147,"M1V",753.8,21.35
"HD 674855",2506,0.000059,"M1V",771.5,22
"HD 970698",6173,0.001255,"F5V",964.9,19.37
"HD 362010",2648,0.000096,"M2V",793.7,21.79
"HD 307128",3169,0.000268,"M7V",787.4,20.68
"HIP 51331",4475,73.865502,"K5IV",202.8,4.33
"HD 421267",9422,0.003953,"DA5",932.7,18.25
"HD 523833",22278,84.503396,"B3IV",891.6,7.16
"TYC 5457-578-1",24732,61749.45911,"B3Ib",894.3,0.01
"HIP 12100",3470,121.716302,"M7III",280.9,4.19
"HD 358914",31410,40398.643737,"O0Ib",32.3,-3
"HD 514275",19284,8.979961,"B8V",178.4,6.11
"HIP 86710",4377,114.447451,"K0III",646,6.29
"HD 405054",31722,46598.567649,"O8Ia",973.9,0.56
"WD 1752+775",10764,0.000587,"DA4",442.3,18.51
"WD 9216+187",20954,0.001246,"DA2",802.6,19.1
"HD 812440",14764,1.053468,"B2V",963.6,12.08
"HD 398744",27734,2894.891761,"B5III",764.1,2.9
"HIP 84260",5160,91.609578,"K3IV",402.3,5.31
"HD 558124",8253,0.002714,"DA6",435.9,16.66
"WD 7152+715",14516,0.000556,"DA3",993.7,20.4
"HD 558233",2517,0.000053,"M1V",604.6,21.95
"HIP 84660",4405,61.107066,"K4IV",733.8,7.09
"HD 688674",12841,0.063493,"B3V",583.2,14.09
"HIP 98120",4743,355.17686,"K4III",993.7,5.83
"WD 4502+940",22926,0.000846,"DA2",572.9,18.81
"HD 198166",21062,21.144598,"B4IV",324.9,6.56
"WD 3045+247",6102,0.000963,"F6V",711.9,19.19
"WD 4910+772",7290,0.000912,"F9V",719.1,19.16
"HIP 12026",3543,183.413933,"M8III",638.8,5.39
"HD 713256",2538,0.000208,"M9V",681,20.64
"HD 562360",31153,33136.931105,"O3Ib",867.3,0.73
"HD 261741",26836,451.493601,"B1III",787.9,5.12
"HIP 25148",3876,204.657588,"K8III",967.6,6.32
"HD 991323",15569,0.929645,"B1V",850.4,12.07
"HD 216897",8165,0.004188,"DA6",785.4,17.64
"HIP 8320",3539,127.206402,"M8III",519.3,5.73
"HD 697600",12653,0.095324,"B6V",240.1,11.69
"HD 456374",14276,0.323116,"B8V",917.9,13.23
"HD 902785",2898,0.00005,"M9V",648.6,22
"HD 539738",18088,5.991228,"B0V",831.4,10.12
"HD 990925",2547,0.000097,"M8V",892.8,22
"HD 459208",9970,0.015666,"A2V",792.9,16.25
"HD 522537",34142,85114.194157,"O6Ib",226.6,-3
"HD 524360",2581,0.000102,"M0V",320.9,19.88
"HD 695756",23328,76.797435,"B4IV",636.5,6.68
"HD 611135",25848,1078.976678,"B6III",933.8,4.52
"HD 771826",2614,0.000205,"M4V",821.2,21.01
"HIP 64693",4504,80.714399,"K1IV",568.6,6.09
"HD 532810",25469,1387.895961,"B3III",694.3,3.59
"HD 118227",13134,0.213666,"B8V",905,13.69
"HD 184643",14577,0.777128,"B2V",966.6,12.5
"HD 793312",13792,0.236653,"B8V",726.6,13.01
"HD 755559",20378,10.185089,"B7IV",667.5,8.91
"HIP 79394",4580,251.258906,"K8III",814.7,5.81
"HD 254647",9085,0.006001,"DA5",841.4,17.35
"HIP 65953",3455,313.449298,"M8III",376.8,3.96
"HIP 11444",3263,226.487451,"M0III",884.6,6.09
"HD 538145",24798,301.092124,"B8III",700.1,5.39
"HD 584438",7088,0.002996,"F7V",378.9,16.54
"HD 776409",18223,2.970819,"B2V",896.6,10.82
"HIP 114335",4464,105.22235,"K5III",309.8,4.55
"HD 419254",2997,0.000436,"M8V",820.8,20.22
"HD 441869",16782,0.389547,"B2V",992,13.14
"HD 708771",24020,58.647867,"B0IV",509.1,6.45
"HD 333836",19762,15.779922,"B5IV",680.5,8.53
"HD 772884",34289,200336.837669,"O4Ib",270.4,-3
"HIP 33654",4321,384.434766,"K8III",304.9,3.11
"HD 236871",10803,0.018245,"B1V",660.5,15.61
"HD 171578",21445,24.985985,"B8IV",844.1,8.33
"HD 826383",8953,0.007563,"DA5",606.5,16.48
"HD 555530",8839,0.006906,"DA5",427.5,15.7
"HD 871015",4539,0.000259,"K2V",800.4,20.68
"HD 886206",11858,0.064144,"B6V",579.3,14.04
"HD 317605",33458,70787.777875,"O8Ia",788.4,-0.36
"HD 856818",4695,0.000459,"K4V",352.6,18.39
"HIP 79554",3885,514.47707,"K2III",939.6,5.45
"HD 505256",22719,63.064099,"B2IV",500.1,6.33
"HD 514480",15960,0.56374,"B2V",522.3,11.47
"HD 611095",5495,0.000368,"G1V",527.2,19.61
"HIP 62568",4631,588.579808,"K8III",818.3,4.93
"TYC 6386-103-1",9343,235318.861357,"A2Ib",470.3,-2.77
"HD 621284",10833,0.035909,"B2V",657.4,15.19
"HD 184069",26441,2236.627817,"B7III",228.9,0.58
"HD 159188",27170,1185.297318,"B5III",711.2,3.71
"WD 6394+180",20744,0.000609,"DA2",776.8,19.73
"HD 560833",4488,0.000409,"K9V",196,17.1
"HIP 55105",3561,84.374298,"M0IV",425.7,5.59
"HD 598873",3531,0.000172,"M7V",767.2,21.08
"HIP 112726",3685,240.585484,"M6III",723.2,5.59
"HD 582563",14376,0.247947,"B8V",980.7,13.84
"HD 161483",28819,3189.221473,"B4III",787,3.06
"HD 910299",27953,16500.584704,"B4Ia",195,-1.84
"HIP 62845",4040,141.9844,"K4III",873.5,6.68
"HD 799710",25056,161.898684,"B5III",732.6,6.04
"HIP 27881",4064,260.748154,"K4III",297.7,3.38
"WD 1294+475",13591,0.000378,"DA3",955.4,20.67
"HD 121861",7550,0.001441,"A7V",603.1,18.43
"HD 567496",8162,0.004438,"DA6",152.7,14.15
"HIP 47224",3564,311.726739,"M2III",454.4,4.42
"HIP 94798",4197,147.120299,"K4III",504.1,5.23
"HD 160774",32525,46982.944902,"O2Ib",798.2,0.04
"HIP 102968",4971,387.637237,"K8III",831.4,5.26
"HD 450902",4632,0.000374,"K9V",712.7,20.01
"HD 814561",3654,0.000354,"M8V",291.8,18.08
"HD 893579",30353,10929.349054,"O0Ia",782.5,1.6
"HD 832479",6088,0.000898,"F3V",581,18.68
"HD 863628",14525,0.291401,"B4V",493.7,12.12
"HD 846833",6564,0.001632,"F1V",880.7,18.95
"HD 173338",13855,0.561649,"B8V",509.2,11.52
"HD 221469",22300,28.629929,"B6IV",819.4,8.36
"HIP 92933",3389,202.342502,"M4III",185.9,2.67
"HD 338551",4987,0.000462,"K9V",926.4,20.23
"HD 517022",33874,369272.586745,"O8Ia",760.2,-2.34
"HD 800825",2523,0.000116,"M5V",819.6,21.7
"HD 157322",10236,0.012173,"B2V",428.5,15.24
"HD 458243",2501,0.000056,"M8V",673.9,22
"HD 501579",18612,8.860533,"B5V",855.1,9.64
"HD 376669",4614,0.000481,"K3V",798.5,20.03
"HD 437174",7035,0.001297,"F4V",931.8,19.11
"HD 237771",28121,1409.299291,"B7III",880,4.19
"TYC 9566-125-1",21903,23640.797485,"B0Ib",621.3,0.26
"HD 567300",2698,0.000157,"M6V",490,20.23
"HD 287751",3876,0.000334,"K5V",832,20.55
"HD 604188",34341,544552.345107,"O9Ia",375.4,-3
"HD 607771",5325,0.000219,"G9V",676,20.42
"HD 153501",2709,0.000099,"M5V",439.8,20.46
"HIP 80057",4873,40.890315,"K5IV",898.9,8
"HD 799354",33243,79286.884523,"O5Ia",770,-0.73
"HD 182213",13876,0.513857,"B3V",470.1,11.27
"HD 587288",10287,0.024558,"B1V",896.4,15.91
"HD 262667",33398,388488.413816,"O6Ia",772.4,-2.21
"HD 370631",33728,147263.445659,"O3Ia",192.8,-3
"WD 4973+846",21165,0.000523,"DA2",566.2,19.28
"HD 799713",8154,0.003729,"DA6",923.9,18.14
"HD 949539",32964,176896.347296,"O3Ia",692,-1.62
"HD 317889",21697,18.155143,"B4IV",820.5,8.77
"HD 980847",12471,0.103391,"B9V",596.3,13.56
"HD 516968",13103,0.243476,"B4V",275.4,10.98
"HD 704212",10595,0.034694,"B2V",755.3,15.21
"HD 520075",14451,0.308934,"B3V",304,10.75
"HD 422221",32626,112907.040423,"O4Ia",405.2,-2.23
"HD 198098",23548,198.150507,"B5III",784.6,6.03
"HD 897733",34544,567708.891454,"O0Ib",803.4,-2.7
"WD 4102+326",13512,0.000133,"DA3",794.9,21.39
"HD 319298",4859,0.001311,"K6V",554.2,18.15
"HD 690609",4315,0.000263,"K0V",368.6,19.06
"HIP 10881",4160,90.811412,"K6IV",870.1,6.99
"HD 247871",27306,3419.345608,"B3III",920.1,3.2
"HIP 29451",4013,66.92881,"K9IV",336.7,5.29
"HD 515660",24449,244.624336,"B2III",364.3,4.12
"WD 4439+202",14183,0.001278,"DA3",394.8,17.58
"HD 392417",29016,12409.530278,"B3Ib",784.8,1.28
"HIP 33156",4979,60.941089,"K7IV",744.9,7
"HD 120522",2734,0.000098,"M0V",568.7,21.01
"WD 5228+222",22694,0.003929,"DA2",734.5,17.54
"HD 857876",3389,0.000125,"M9V",995,22
"HD 195208",26541,1067.469654,"B6III",846,4.27
"HD 490246",24643,535.098392,"B7III",647.3,4.44
"WD 2954+291",6817,0.00039,"F1V",946,20.54
"HD 457074",5900,0.000804,"G4V",701.7,19.23
"HD 372001",26958,1147.758222,"B6III",686.3,3.92
"HD 452771",5568,0.000695,"G2V",751.3,19.58
"HD 327238",5497,0.00097,"G6V",794.9,19.41
"HD 546250",14579,0.413007,"B4V",782.2,12.64
"HD 773380",31125,34677.587808,"O0Ib",744.4,0.27
"HD 333788",7286,0.002376,"F1V",836.4,18.52
"HD 753061",11678,0.043837,"B8V",794,15.04
"HD 357934",3182,0.000306,"M1V",235.8,17.79
"TYC 3294-100-1",21658,144638.492773,"B0Ib",765.8,-1.05
"HD 122070",18564,2.340097,"B3V",675.3,10.62
"WD 9139+946",19933,0.000994,"DA2",568.6,18.57
"HD 636751",3693,0.000077,"M9V",536,21.2
"HD 577670",2803,0.000195,"M9V",624.3,20.64
"WD 6394+187",23310,0.000742,"DA2",938,19.71
"HD 861215",2732,0.000078,"M6V",719,21.96
"HD 243869",3752,0.000093,"K5V",718.4,21.64
"HD 219346",18651,16.148108,"B6IV",761.2,8.75
"HD 137957",7015,0.001647,"F8V",951.3,19.13
"HIP 104571",4252,779.841452,"K2III",816.9,4.42
"HD 258422",15459,0.513483,"B7V",74.1,7.38
"HD 791493",4375,0.000615,"K4V",893.8,20.07
"HD 885706",14246,0.328426,"B2V",515.3,11.96
"HIP 85108",3889,255.857833,"K5III",976.7,6.12
"WD 5636+630",16865,0.000263,"DA2",782.7,20.8
"HD 338480",4816,0.002181,"K4V",485.8,17.36
"HD 378003",34159,92185.012936,"O0Ia",627.9,-0.91
"WD 7656+339",23632,0.000329,"DA2",893.7,20.56
"HD 913462",5099,0.001224,"K1V",668,18.58
"HIP 28338",3797,480.745782,"K1III",886.8,5.35
"HD 108635",2804,0.000073,"M6V",937.5,22
"HD 441952",4948,0.00055,"K8V",603.1,19.05
"HD 649516",13588,0.149157,"B0V",850.2,13.94
"WD 1711+386",10293,0.000207,"DA4",928.6,21.32
"HD 538128",4090,0.000294,"K7V",562.8,20.06
"HD 456237",21407,24.923384,"B5IV",892.2,8.49
"HD 357271",15849,0.345682,"B5V",546.3,11.98
"WD 8028+692",16303,0.00153,"DA3",918.7,18.91
"HIP 30338",3392,59.244949,"M5IV",583.9,6.83
"HD 591628",12037,0.073965,"B6V",647.1,14.22
"HD 403062",22301,98.013778,"B2IV",120.2,2.68
"HD 328627",3245,0.000478,"M2V",518.1,19.24
"HD 608810",2930,0.000071,"M8V",783.8,22
"TYC 1080-746-1",22133,22949.383144,"B6Ia",639,0.31
"HD 530716",9690,0.026377,"A8V",451.9,14.53
"HD 110532",29306,12243.203977,"B7Ia",634.2,1.01
"HD 564209",22117,33.962401,"B5IV",952.2,8.52
"WD 3981+557",18781,0.000203,"DA2",847.2,20.99
"HD 393727",6483,0.000844,"F0V",825.7,19.71
"HD 801373",5325,0.000475,"G0V",514.1,19.09
"HD 974066",14077,0.180944,"B1V",622.8,13.05
"HD 550214",2715,0.000313,"M7V",520.1,19.69
"HD 679870",5405,0.00083,"G0V",803.8,19.54
"HD 837011",8433,0.005467,"DA5",788.8,17.43
"HD 119789",14176,0.264963,"B2V",925.8,13.82
"HD 919709",19438,15.060299,"B3IV",843.2,9.04
"WD 9620+978",13859,0.000313,"DA3",946.5,20.85
"HD 292034",2621,0.000085,"M4V",973,22
"HIP 82467",4392,593.130038,"K2III",960.5,5.24
"WD 6093+898",19835,0.00077,"DA2",422,18.14
"HD 510883",10051,0.011034,"B4V",617.9,16.08
"WD 1278+374",7893,0.000669,"A2V",890,20.05
"HD 874674",18098,5.401714,"B8V",880.6,10.21
"HD 164963",32720,35693.710895,"O4Ib",489.4,-0.73
"HD 451328",33674,173045.905914,"O0Ia",398.9,-2.8
"HD 956880",13253,0.113992,"B6V",646.7,13.75
"HIP 79095",3609,191.835518,"M7III",572.4,5.33
"HD 811189",27226,1662.673671,"B4III",914.6,4.07
"HD 995007",2586,0.000143,"M2V",191.3,18.12
"HIP 27298",3859,118.582664,"K1III",983.7,7.13
"HD 210082",6658,0.000945,"F0V",953.4,19.89
"HIP 105667",3841,30.918207,"K3IV",830.2,8.24
"HD 810466",30527,22898.043333,"O9Ia",842.3,1.11
"HD 428359",5584,0.001253,"G4V",880.3,19.13
"HD 786601",6949,0.00084,"F7V",798.6,19.28
"HD 933697",23395,48.860605,"B4IV",753,7.38
"HD 210057",3724,0.000119,"K4V",590.8,20.97
"HD 123441",20597,18.554931,"B0IV",784.6,8.51
"HD 248247",3871,0.000165,"K3V",820.7,21.32
"HD 240984",31074,15254.29398,"O4Ib",595.1,0.79
"HD 983481",9368,0.009847,"DA5",311,14.75
"TYC 2089-555-1",18684,54620.914897,"B4Ia",780.4,-0.12
"HD 974577",3075,0.000083,"M0V",791.7,21.93
"HD 583827",23181,64.023927,"B4IV",966.8,7.63
"WD 5978+577",14953,0.000311,"DA3",297.2,18.37
"HD 266543",20711,56.621967,"B3IV",300.2,5.31
"WD 5555+486",21454,0.000158,"DA2",970.1,21.85
"HD 842127",14935,0.743747,"B3V",588.7,11.52
"HD 271191",32975,64029.244083,"O0Ib",763,-0.41
"HD 699374",2568,0.000081,"M0V",133.9,18.19
"HD 853091",4843,0.000893,"K3V",958.2,19.76
"WD 9857+488",9919,0.001086,"DA5",876.8,19.56
"HD 151344",30621,22330.811898,"O5Ib",565,0.06
"WD 5564+794",8971,0.000362,"DA5",971.3,20.91
"HD 204182",25372,393.946636,"B9III",688.1,4.94
"HD 473335",30071,8736.137961,"O0III",709.2,1.65
"HD 365142",12519,0.071758,"B2V",925.6,14.81
"HD 768184",11551,0.051648,"B9V",709.1,14.75
"HD 947752",13126,0.070143,"B5V",856,14.83
"HD 674732",21224,53.087647,"B8IV",329.5,5.57
"HIP 40343",3365,201.078989,"M5III",396.6,4.31
"HD 742369",3173,0.000084,"M5V",135.2,18.14
"HD 585246",2823,0.000237,"M4V",991.5,21.42
"HIP 38036",4851,180.167474,"K7III",88.6,1.25
"HD 743234",3708,0.0001,"K1V",661.7,21.28
"HD 230486",26221,1424.165043,"B2III",842,4.08
"WD 4051+883",7963,0.000936,"A3V",967.2,19.84
"HD 924957",5373,0.000668,"G1V",569.1,19.08
"HD 245319",23981,142.730787,"B9III",874.2,6.71
"HD 445684",15898,1.671155,"B2V",624,10.5
"HD 115168",24342,276.242159,"B0III",990.2,6.31
"HD 953885",34935,605354.977109,"O2Ib",759.1,-2.72
"HD 398862",4047,0.00028,"K4V",373.7,19.02
"HIP 90616",3678,212.255056,"M5III",878.9,6.06
"HD 571050",27547,1928.488727,"B2III",539.7,2.73
"WD 3627+907",16108,0.001237,"DA3",927.6,19.12
"HD 815187",3408,0.00013,"M0V",875.7,21.82
"HD 160493",3832,0.000205,"K8V",724.4,20.83
"HIP 86547",3711,73.637863,"K8IV",985,7.61
"HIP 33486",4097,131.405073,"K7III",109.9,2.19
"HD 603788",6408,0.000547,"F5V",883.2,19.9
"HIP 20469",4747,285.218262,"K9III",946.6,5.91
"HD 408002",16689,1.258481,"B5V",627.5,11.05
"HD 148838",19461,5.710904,"B3V",198.7,6.92
"HD 524247",2619,0.000044,"M7V",892.3,22
"HIP 54761",4906,101.110676,"K9III",982.4,7.21
"HIP 72652",3904,83.979683,"K2IV",903.1,7.25
"HIP 72484",3726,233.880181,"K2III",365.7,4.16
"HIP 47456",4697,274.497568,"K3III",611.6,5.06
"HD 161222",3300,0.000333,"M6V",381.9,18.65
"HD 851077",7083,0.001099,"F5V",674.6,18.89
"HD 922403",3598,0.000167,"M0V",285.4,19
"HD 936766",5199,0.000686,"K5V",920.3,19.9
"HD 630617",14439,0.606932,"B2V",966.6,12.67
"HD 484707",8293,0.00488,"DA6",834.7,17.6
"WD 9313+510",8036,0.000451,"DA6",970.2,20.6
"WD 9287+957",16193,0.000132,"DA3",431.3,19.9
"HD 611944",7747,0.002513,"A3V",545.2,17.64
"HD 575045",17701,4.293998,"B5V",938.7,10.59
"HD 726489",2751,0.000086,"M8V",783.5,21.66
"HD 704827",31158,54466.148984,"O1Ib",924.8,0.2
"HD 311394",34526,232529.747584,"O1Ia",548.8,-2.59
"HD 961623",11894,0.044072,"B4V",912.7,15.4
"HD 615367",23267,62.661656,"B2IV",928.2,7.68
"HIP 59744",4664,80.429691,"K3IV",603,6.32
"HD 483055",5355,0.000607,"G0V",476.3,18.63
"HIP 67546",3792,135.15486,"K2III",854.5,6.56
"HD 831851",2794,0.000112,"M7V",608.3,21.21
"HD 345170",2564,0.000115,"M7V",912.6,21.8
"HIP 50884",4013,90.135888,"K2IV",953.7,7.33
"HD 771285",2711,0.000142,"M8V",888.2,21.7
"HD 411325",3072,0.000089,"M7V",516.9,21.12
"HD 487033",6777,0.003164,"F7V",796.8,17.98
"HD 261656",22306,83.193095,"B5IV",329.9,5.21
"HD 978177",7716,0.003944,"A7V",278.5,15.53
"HD 410721",26052,713.250211,"B1III",829.8,4.7
"TYC 9114-412-1",9501,218765.932645,"A5Ia",691.8,-1.9
"HIP 41622",3604,352.752739,"M4III",456.3,4.05
"HD 559653",26125,957.33518,"B7III",967,4.8
"HD 915056",5950,0.000722,"G2V",774.8,19.51
"HD 966742",4468,0.000239,"K6V",812.7,20.93
"HIP 40693",4513,618.514953,"K1III",897.7,5.04
"WD 8821+704",9845,0.000546,"DA5",838.4,19.94
"HD 257608",4889,0.000548,"K2V",934,20.34
"HD 472388",13168,0.131174,"B0V",381.9,12.35
"HD 318577",5467,0.000772,"G7V",820,19.59
"HD 607262",2582,0.000071,"M6V",844.5,22
"HD 494917",15416,0.773597,"B0V",649.4,11.58
"HD 130266",3144,0.000146,"M6V",528.3,20.38
"HD 377548",7106,0.00312,"F8V",557,17.25
"HD 818787",30629,32402.975919,"O2Ia",598.3,-0.12
"HIP 85598",4309,505.58678,"K1III",962,5.36
"HD 572807",6055,0.001549,"F8V",985.5,19.27
"HD 694945",22542,114.453626,"B3III",915,6.83
"HD 215158",31379,38094.420276,"O9Ib",892.6,0.6
"HD 812349",5762,0.000316,"G9V",775.9,20.58
"HD 835502",17084,1.020992,"B6V",437.4,10.33
"HD 677630",4959,0.000469,"K0V",942.9,20.43
"HD 972166",5856,0.001094,"G5V",956,19.83
"HD 880316",34413,218825.392719,"O5Ia",693.6,-1.86
"HD 690742",26065,371.329876,"B3III",683.8,4.93
"HD 127950",8263,0.003819,"DA6",155.1,14.39
"HD 902004",31608,18537.164069,"O3Ia",461.5,-0.11
"WD 6144+933",9713,0.002595,"DA5",451.2,16.92
"HD 612735",22677,57.624989,"B3IV",560.2,6.65
"HIP 92917",4190,165.84377,"K8III",270.6,3.83
"HD 752450",2767,0.000089,"M0V",363.8,19.99
"HD 600409",2519,0.00006,"M7V",387.9,20.85
"HIP 43127",4929,242.718645,"K6III",780.7,6.01
"HD 846545",11803,0.053641,"B9V",815.5,15.05
"HD 816587",12409,0.10444,"B3V",750,14.15
"HD 766167",3398,0.000213,"M6V",947.3,21.28
"HD 851370",2686,0.000113,"M9V",124.7,17.81
"HD 216419",3031,0.000057,"M2V",821.1,22
"HD 315868",16764,1.147712,"B5V",977.9,12.23
"HD 452964",9462,0.013593,"A1V",764.4,16.39
"HD 334188",24838,430.482368,"B3III",221.9,2.36
"HD 175633",34588,197146.200286,"O4Ia",395,-3
"HD 927944",32691,127928.919592,"O5Ia",864.3,-0.79
"HD 371090",14970,0.331952,"B9V",202.9,9.73
"HD 471592",14993,0.876016,"B2V",498,10.82
"HIP 50594",4942,292.005526,"K3III",564.8,4.82
"HD 310456",3635,0.000349,"M1V",894.1,20.55
"WD 1888+183",15006,0.000612,"DA3",752.4,19.8
"HD 189819",3289,0.000075,"M5V",644.9,21.51
"HD 782053",3875,0.000169,"K1V",990.2,21.79
"HIP 89223",4581,57.069149,"K8IV",878.1,7.59
"HD 382472",25480,195.403334,"B5III",18.7,-2.06
"HD 119072",14996,0.442647,"B9V",736.1,12.61
"TYC 6437-841-1",19179,52750.023291,"B5Ib",732.1,-0.34
"HD 742539",5262,0.000453,"G6V",799.5,20.06
"HD 553619",19819,5.755626,"B4V",249.2,7.31
"TYC 6052-210-1",14236,30946.717766,"B3Ia",516.9,-0.36
"HD 499595",2799,0.000133,"M7V",211.7,18.63
"HD 477458",3754,0.000318,"K2V",112.6,16.2
"HD 719977",3496,0.000732,"M7V",618.9,19.2
"TYC 9716-359-1",20773,28473.805227,"B0Ia",650.9,0.11
"HD 710490",31723,31970.632541,"O6Ib",814.8,0.59
